Movie	Budget	Best actors	Top dollar actors	Genre	MPAA rating	Country	Sequel	Summer release	Holiday release	Christmas release	First weekend	Ebert review	Opening screens	Month released (1998)	Total domestic gross	Oscar nominations	Oscars	Nominations (in/out of release)	Log budget	Log 1st weekend	Log domestic	First weekend per screen	No budget	Ebert missing	Log opening screens	Log $ per screen	Few screens	Action	Childrens	Comedy	Documentary	Drama	Horror	SF	Thriller	G	PG	PG-13	R	NC-17	U	UK gross	Logged UK gross
Permanent Midnight		0.000000000e+000	0.000000000e+000	Drama	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	2.605620000e-001	3.000000000e+000	5.500000000e+001	September	1.166000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		-5.840889209e-001	6.669855042e-002	4.737490909e-003	1.000000000e+000	0.000000000e+000	1.740362689e+000	-2.324451610e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Phantoms		0.000000000e+000	0.000000000e+000	Thriller	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	3.065951000e+000	1.000000000e+000	1.859000000e+003	February	5.657000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		4.865652097e-001	7.525861787e-001	1.649247445e-003	1.000000000e+000	0.000000000e+000	3.269279390e+000	-2.782714180e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Phoenix		0.000000000e+000	0.000000000e+000	Action	R	USA	0.000000000e+000	1.000000000e+000	1.000000000e+000	0.000000000e+000	4.307100000e-002			September	4.307100000e-002	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.365815045e+000	-1.365815045e+000		1.000000000e+000	1.000000000e+000				1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Pi	6.000000000e-002	0.000000000e+000	0.000000000e+000	Thriller	R	USA	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	3.106900000e-002	3.500000000e+000	1.000000000e+000	July	3.216000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	-1.221848750e+000	-1.507672725e+000	5.073160401e-001	3.106900000e-002	0.000000000e+000	0.000000000e+000	0.000000000e+000	-1.507672725e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Players Club, The	5.000000000e+000	0.000000000e+000	0.000000000e+000	Comedy	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	5.894607000e+000	3.000000000e+000	5.930000000e+002	April	2.303100000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000	6.989700043e-001	7.704548555e-001	1.362312795e+000	9.940315346e-003	0.000000000e+000	0.000000000e+000	2.773054693e+000	-2.002599838e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Playing by Heart	1.400000000e+001	1.000000000e+000	0.000000000e+000	Drama	R	USA	0.000000000e+000	0.000000000e+000	1.000000000e+000	1.000000000e+000	3.639400000e-002	2.500000000e+000	1.000000000e+000	December	3.956000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.146128036e+000	-1.438970209e+000	5.972562829e-001	3.639400000e-002	0.000000000e+000	0.000000000e+000	0.000000000e+000	-1.438970209e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Pleasantville	4.000000000e+001	2.000000000e+000	0.000000000e+000	Comedy	PG-13	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	8.855063000e+000	4.000000000e+000	1.636000000e+003	October	4.056800000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.602059991e+000	9.471916554e-001	1.608183598e+000	5.412630196e-003	0.000000000e+000	0.000000000e+000	3.213783299e+000	-2.266591644e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	7.902030000e-001	-1.022613259e-001
Plump Fiction		0.000000000e+000	0.000000000e+000	Comedy	U	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	3.726000000e-002		4.500000000e+001	May	3.726000000e-002	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.428757149e+000	-1.428757149e+000	8.280000000e-004	1.000000000e+000	1.000000000e+000	1.653212514e+000	-3.081969663e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000		
Polish Wedding		0.000000000e+000	0.000000000e+000	Comedy	PG-13	USA	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	9.205500000e-002	2.000000000e+000	1.100000000e+001	July	5.631430000e-001	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.035952618e+000	-2.493813099e-001	8.368636364e-003	1.000000000e+000	0.000000000e+000	1.041392685e+000	-2.077345303e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		
Post-coïtum, animal triste	1.740000000e+000	0.000000000e+000	0.000000000e+000	Drama	U	Non-English	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	6.478500000e-002	3.000000000e+000	5.000000000e+000	March	3.350820000e-001	0.000000000e+000	0.000000000e+000	0.000000000e+000	2.405492483e-001	-1.188525537e+000	-4.748489011e-001	1.295700000e-002	0.000000000e+000	0.000000000e+000	6.989700043e-001	-1.887495541e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000		
Practical Magic	6.000000000e+001	0.000000000e+000	1.000000000e+000	Drama	PG-13	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.310469400e+001	2.000000000e+000	2.652000000e+003	October	4.661100000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.778151250e+000	1.117426884e+000	1.668488420e+000	4.941438160e-003	0.000000000e+000	0.000000000e+000	3.423573520e+000	-2.306146635e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	2.987000000e+000	4.752352226e-001
Price Above Rubies, A		0.000000000e+000	0.000000000e+000	Drama	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	4.358800000e-002	3.000000000e+000	4.000000000e+000	March	1.081000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.360633058e+000	3.382569395e-002	1.089700000e-002	1.000000000e+000	0.000000000e+000	6.020599913e-001	-1.962693049e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Primary Colors	6.500000000e+001	2.000000000e+000	2.000000000e+000	Comedy	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.204539500e+001	4.000000000e+000	1.965000000e+003	March	3.896600000e+001	0.000000000e+000	0.000000000e+000	1.000000000e+000	1.812913357e+000	1.080821046e+000	1.590685826e+000	6.129972010e-003	0.000000000e+000	0.000000000e+000	3.293362555e+000	-2.212541508e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	4.975450000e-001	-3.031676338e-001
Prince of Egypt, The	6.000000000e+001	2.000000000e+000	2.000000000e+000	Childrens	PG	USA	0.000000000e+000	0.000000000e+000	1.000000000e+000	1.000000000e+000	1.452432100e+001	3.500000000e+000	3.118000000e+003	December	1.012170000e+002	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.778151250e+000	1.162095839e+000	2.005253461e+000	4.658217126e-003	0.000000000e+000	0.000000000e+000	3.493876111e+000	-2.331780272e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	5.063000000e+000	7.044079274e-001
Proposition, The		0.000000000e+000	0.000000000e+000	Drama	U	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	6.156000000e-002		1.700000000e+001	March	1.218750000e-001	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.210701389e+000	-9.140853713e-001	3.621176471e-003	1.000000000e+000	1.000000000e+000	1.230448921e+000	-2.441150310e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000		
Psycho	2.000000000e+001	2.000000000e+000	0.000000000e+000	Horror	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.003185000e+001	1.500000000e+000	2.477000000e+003	December	2.138000000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.301029996e+000	1.001381030e+000	1.330007701e+000	4.050000000e-003	0.000000000e+000	0.000000000e+000	3.393926007e+000	-2.392544977e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Qin song (The Emperor's Shadow)		0.000000000e+000	0.000000000e+000	Drama	U	Non-English	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	5.129000000e-003	3.000000000e+000	1.000000000e+000	December	7.190600000e-002	0.000000000e+000	0.000000000e+000	0.000000000e+000		-2.289967301e+000	-1.143234870e+000	5.129000000e-003	1.000000000e+000	0.000000000e+000	0.000000000e+000	-2.289967301e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000		
Quest for Camelot	4.000000000e+001	1.000000000e+000	0.000000000e+000	Childrens	G	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	6.041602000e+000	2.000000000e+000	3.107000000e+003	May	2.271700000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.602059991e+000	7.811521120e-001	1.356350978e+000	1.944513035e-003	0.000000000e+000	0.000000000e+000	3.492341253e+000	-2.711189141e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		
Reach the Rock		0.000000000e+000	0.000000000e+000	Comedy	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	3.317000000e-003	1.000000000e+000	3.000000000e+000	October	4.960000000e-003	0.000000000e+000	0.000000000e+000	0.000000000e+000		-2.479254528e+000	-2.304518324e+000	1.105666667e-003	1.000000000e+000	0.000000000e+000	4.771212547e-001	-2.956375783e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Real Blonde, The		0.000000000e+000	0.000000000e+000	Comedy	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	8.348800000e-002	3.000000000e+000	1.000000000e+001	March	2.477450000e-001	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.078375943e+000	-6.059951017e-001	8.348800000e-003	1.000000000e+000	0.000000000e+000	1.000000000e+000	-2.078375943e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Regarde la mer (See the Sea)		0.000000000e+000	0.000000000e+000	Thriller	U	Non-English	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	1.026800000e-002	3.000000000e+000	1.000000000e+000	August	4.947600000e-002	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.988514140e+000	-1.305605419e+000	1.026800000e-002	1.000000000e+000	0.000000000e+000	0.000000000e+000	-1.988514140e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000		
Regeneration		0.000000000e+000	0.000000000e+000	Drama	R	English	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	1.927300000e-002		6.000000000e+000	August	1.927300000e-002	0.000000000e+000	0.000000000e+000	0.000000000e+000		-1.715050679e+000	-1.715050679e+000	3.212166667e-003	1.000000000e+000	1.000000000e+000	7.781512504e-001	-2.493201929e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Replacement Killers, The	3.000000000e+001	0.000000000e+000	0.000000000e+000	Action	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	8.046553000e+000	3.000000000e+000	1.936000000e+003	February	1.896700000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.477121255e+000	9.056098762e-001	1.277998644e+000	4.156277376e-003	0.000000000e+000	0.000000000e+000	3.286905353e+000	-2.381295477e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Return to Paradise		0.000000000e+000	0.000000000e+000	Drama	R	USA	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	2.465129000e+000	3.500000000e+000	9.650000000e+002	August	8.288000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		3.918396508e-001	9.184497424e-001	2.554537824e-003	1.000000000e+000	0.000000000e+000	2.984527313e+000	-2.592687663e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Ride		0.000000000e+000	0.000000000e+000	Comedy	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	2.513334000e+000		4.960000000e+002	March	5.476000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000		4.002502063e-001	7.384634395e-001	5.067205645e-003	1.000000000e+000	1.000000000e+000	2.695481676e+000	-2.295231470e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
River Red		0.000000000e+000	0.000000000e+000	Drama	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	2.197000000e-003		2.000000000e+000	November	2.197000000e-003	0.000000000e+000	0.000000000e+000	0.000000000e+000		-2.658169943e+000	-2.658169943e+000	1.098500000e-003	1.000000000e+000	1.000000000e+000	3.010299957e-001	-2.959199939e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Ronin	5.500000000e+001	1.000000000e+000	0.000000000e+000	Action	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.269764100e+001	3.000000000e+000	2.487000000e+003	September	4.160900000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.740362689e+000	1.103723044e+000	1.619187278e+000	5.105605549e-003	0.000000000e+000	0.000000000e+000	3.395675785e+000	-2.291952741e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	2.626000000e+000	4.192947218e-001
Rounders	1.200000000e+001	1.000000000e+000	0.000000000e+000	Drama	R	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	8.459126000e+000	3.000000000e+000	2.176000000e+003	September	2.290500000e+001	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.079181246e+000	9.273254939e-001	1.359930296e+000	3.887465993e-003	0.000000000e+000	0.000000000e+000	3.337658891e+000	-2.410333397e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000		
Rugrats Movie, The	2.500000000e+001	0.000000000e+000	1.000000000e+000	Childrens	G	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	2.732147000e+001	2.000000000e+000	2.782000000e+003	November	1.004910000e+002	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.397940009e+000	1.436504062e+000	2.002127168e+000	9.820801582e-003	0.000000000e+000	0.000000000e+000	3.444357126e+000	-2.007853063e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.303800000e+001	1.115210977e+000
Rush Hour	3.500000000e+001	0.000000000e+000	0.000000000e+000	Action	PG-13	USA	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	3.300180300e+001	3.000000000e+000	2.638000000e+003	September	1.411530000e+002	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.544068044e+000	1.518537668e+000	2.149690113e+000	1.251016035e-002	0.000000000e+000	0.000000000e+000	3.421274791e+000	-1.902737124e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	1.000000000e+000	0.000000000e+000	0.000000000e+000	0.000000000e+000	7.136000000e+000	8.534548414e-001
